time bp_transducer_voltage trigger
2015-04-14-13-48-906000: 1.73190996526 -1.0
2015-04-14-13-48-921000: 1.71891837454 -1.0
2015-04-14-13-48-937000: 1.70204944861 -1.0
2015-04-14-13-48-953000: 1.68679188277 -1.0
2015-04-14-13-48-968000: 1.67385064706 -1.0
2015-04-14-13-48-984000: 1.65365829095 -1.0
2015-04-14-13-48-000000: 1.64202628531 -1.0
2015-04-14-13-48-015000: 1.63185457475 -1.0
2015-04-14-13-48-031000: 1.61503600383 -1.0
2015-04-14-13-48-046000: 1.6073316884 -1.0
2015-04-14-13-48-062000: 1.59605216778 -1.0
2015-04-14-13-48-078000: 1.58980814744 -1.0
2015-04-14-13-48-093000: 1.58024069691 -1.0
2015-04-14-13-48-109000: 1.57303993152 -1.0
2015-04-14-13-48-125000: 1.5691122413 -1.0
2015-04-14-13-48-140000: 1.56231431593 -1.0
2015-04-14-13-48-156000: 1.55929301576 -1.0
2015-04-14-13-48-171000: 1.5600483408 -1.0
2015-04-14-13-48-187000: 1.80084596405 -1.0
2015-04-14-13-48-203000: 1.87048693288 -1.0
2015-04-14-13-48-218000: 1.89178709905 -1.0
2015-04-14-13-48-234000: 1.90246235964 -1.0
2015-04-14-13-48-250000: 1.89939070447 1.90239070447
2015-04-14-13-48-281000: 1.88816153885 -1.0
2015-04-14-13-48-281000: 1.87783876328 -1.0
2015-04-14-13-48-296000: 1.85492723702 -1.0
2015-04-14-13-48-328000: 1.82375749031 -1.0
2015-04-14-13-48-328000: 1.76781308223 -1.0
2015-04-14-13-48-359000: 1.73216174027 -1.0
2015-04-14-13-48-375000: 1.71368145425 -1.0
2015-04-14-13-48-390000: 1.68840324286 -1.0
2015-04-14-13-48-406000: 1.68679188277 -1.0
2015-04-14-13-48-421000: 1.66846266177 -1.0
2015-04-14-13-48-437000: 1.64887456569 -1.0
2015-04-14-13-48-453000: 1.63376806486 -1.0
2015-04-14-13-48-468000: 1.62530842439 -1.0
2015-04-14-13-48-484000: 1.61614381389 -1.0
2015-04-14-13-48-500000: 1.59927488796 -1.0
2015-04-14-13-48-515000: 1.59519613274 -1.0
2015-04-14-13-48-531000: 1.58960672743 -1.0
2015-04-14-13-48-546000: 1.58044211692 -1.0
2015-04-14-13-48-562000: 1.57203283146 -1.0
2015-04-14-13-48-578000: 1.5691122413 -1.0
2015-04-14-13-48-593000: 1.563673901 -1.0
2015-04-14-13-48-609000: 1.55838662571 -1.0
2015-04-14-13-48-625000: 1.75467042651 -1.0
2015-04-14-13-48-640000: 1.88252177854 -1.0
2015-04-14-13-48-656000: 1.87934941336 -1.0
2015-04-14-13-48-671000: 1.92235258573 -1.0
2015-04-14-13-48-687000: 1.90815247495 1.91115247495
2015-04-14-13-48-703000: 1.90382194471 -1.0
2015-04-14-13-48-718000: 1.88690266378 -1.0
2015-04-14-13-48-734000: 1.86650888766 -1.0
2015-04-14-13-48-750000: 1.84616546654 -1.0
2015-04-14-13-48-765000: 1.800040284 -1.0
2015-04-14-13-48-781000: 1.72521274989 -1.0
2015-04-14-13-48-796000: 1.71987511959 -1.0
2015-04-14-13-48-812000: 1.70053879853 -1.0
2015-04-14-13-48-828000: 1.69333803313 -1.0
2015-04-14-13-48-843000: 1.67621733219 -1.0
2015-04-14-13-48-859000: 1.66262148144 -1.0
2015-04-14-13-48-875000: 1.64635681555 -1.0
2015-04-14-13-48-890000: 1.63371770985 -1.0
2015-04-14-13-48-906000: 1.61941688907 -1.0
2015-04-14-13-48-921000: 1.61317286872 -1.0
2015-04-14-13-48-953000: 1.60078553804 -1.0
2015-04-14-13-48-953000: 1.59011027746 -1.0
2015-04-14-13-48-968000: 1.58467193716 -1.0
2015-04-14-13-48-000000: 1.57857898182 -1.0
2015-04-14-13-48-000000: 1.5691122413 -1.0
2015-04-14-13-48-031000: 1.56291857596 -1.0
2015-04-14-13-48-046000: 1.56009869581 -1.0
2015-04-14-13-48-062000: 1.66030515132 -1.0
2015-04-14-13-48-078000: 1.84465481646 -1.0
2015-04-14-13-48-093000: 1.86026486731 -1.0
2015-04-14-13-48-109000: 1.92487033587 -1.0
2015-04-14-13-48-125000: 1.92089229065 1.92389229065
2015-04-14-13-48-140000: 1.90593685483 -1.0
2015-04-14-13-48-156000: 1.89249206909 -1.0
2015-04-14-13-48-171000: 1.88050757843 -1.0
2015-04-14-13-48-187000: 1.85623646709 -1.0
2015-04-14-13-48-203000: 1.8127297447 -1.0
2015-04-14-13-48-218000: 1.73619014049 -1.0
2015-04-14-13-48-234000: 1.72788156503 -1.0
2015-04-14-13-48-250000: 1.71207009416 -1.0
2015-04-14-13-48-265000: 1.68875572788 -1.0
2015-04-14-13-48-281000: 1.67878543733 -1.0
2015-04-14-13-48-296000: 1.66856337177 -1.0
2015-04-14-13-48-312000: 1.64691072058 -1.0
2015-04-14-13-48-328000: 1.62455309935 -1.0
2015-04-14-13-48-343000: 1.61287073871 -1.0
2015-04-14-13-48-359000: 1.61538848885 -1.0
2015-04-14-13-48-375000: 1.60234654313 -1.0
2015-04-14-13-48-390000: 1.59005992245 -1.0
2015-04-14-13-48-406000: 1.58124779697 -1.0
2015-04-14-13-48-421000: 1.57742081676 -1.0
2015-04-14-13-48-437000: 1.57243567148 -1.0
2015-04-14-13-48-453000: 1.56508384108 -1.0
2015-04-14-13-48-468000: 1.5582355607 -1.0
2015-04-14-13-48-484000: 1.58295986706 -1.0
2015-04-14-13-48-500000: 1.81927589506 -1.0
2015-04-14-13-48-515000: 1.854574752 -1.0
2015-04-14-13-48-531000: 1.89183745405 -1.0
2015-04-14-13-48-546000: 1.89511052923 -1.0
2015-04-14-13-48-562000: 1.88191751851 1.88491751851
2015-04-14-13-48-578000: 1.86308474747 -1.0
2015-04-14-13-48-593000: 1.84651795156 -1.0
2015-04-14-13-48-625000: 1.82506672038 -1.0
2015-04-14-13-48-625000: 1.78055289793 -1.0
2015-04-14-13-48-640000: 1.69922956846 -1.0
2015-04-14-13-48-671000: 1.70038773352 -1.0
2015-04-14-13-48-687000: 1.69021602296 -1.0
2015-04-14-13-48-703000: 1.67727478725 -1.0
2015-04-14-13-48-718000: 1.66438390654 -1.0
2015-04-14-13-48-734000: 1.64686036558 -1.0
2015-04-14-13-48-750000: 1.63568155496 -1.0
2015-04-14-13-48-765000: 1.6254594894 -1.0
2015-04-14-13-48-781000: 1.60778488343 -1.0
2015-04-14-13-48-796000: 1.60224583312 -1.0
2015-04-14-13-48-812000: 1.59328264263 -1.0
2015-04-14-13-48-828000: 1.58648471726 -1.0
2015-04-14-13-48-843000: 1.57258673649 -1.0
2015-04-14-13-48-859000: 1.57001863135 -1.0
2015-04-14-13-48-875000: 1.57001863135 -1.0
2015-04-14-13-48-890000: 1.55984692079 -1.0
2015-04-14-13-48-906000: 1.55133692532 -1.0
2015-04-14-13-48-921000: 1.56171005589 -1.0
2015-04-14-13-48-937000: 1.80623394934 -1.0
2015-04-14-13-48-953000: 1.86343723249 -1.0
2015-04-14-13-48-968000: 1.88015509341 -1.0
2015-04-14-13-48-984000: 1.88801047384 -1.0
2015-04-14-13-48-000000: 1.88700337379 1.89000337379
2015-04-14-13-48-015000: 1.87416284808 -1.0
2015-04-14-13-48-031000: 1.85009315676 -1.0
2015-04-14-13-48-046000: 1.83287174581 -1.0
2015-04-14-13-48-062000: 1.7964147238 -1.0
2015-04-14-13-48-078000: 1.7217886097 -1.0
2015-04-14-13-48-093000: 1.71166725414 -1.0
2015-04-14-13-48-109000: 1.69515081323 -1.0
2015-04-14-13-48-125000: 1.67808046729 -1.0
2015-04-14-13-48-140000: 1.67228964198 -1.0
2015-04-14-13-48-156000: 1.65416184098 -1.0
2015-04-14-13-48-171000: 1.64106954026 -1.0
2015-04-14-13-48-187000: 1.62898433959 -1.0
2015-04-14-13-48-203000: 1.61473387381 -1.0
2015-04-14-13-48-218000: 1.60395790322 -1.0
2015-04-14-13-48-234000: 1.59192305756 -1.0
2015-04-14-13-48-250000: 1.5890024674 -1.0
2015-04-14-13-48-265000: 1.58149957198 -1.0
2015-04-14-13-48-296000: 1.57344277154 -1.0
2015-04-14-13-48-296000: 1.56785336623 -1.0
2015-04-14-13-48-312000: 1.563623546 -1.0
2015-04-14-13-48-343000: 1.55617100559 -1.0
2015-04-14-13-48-359000: 1.5509844403 -1.0
2015-04-14-13-48-375000: 1.77556775266 -1.0
2015-04-14-13-48-390000: 1.87401178307 -1.0
2015-04-14-13-48-406000: 1.87481746311 -1.0
2015-04-14-13-48-421000: 1.89843395941 -1.0
2015-04-14-13-48-437000: 1.89878644443 1.90178644443
2015-04-14-13-48-453000: 1.88287426356 -1.0
2015-04-14-13-48-468000: 1.86217835742 -1.0
2015-04-14-13-48-484000: 1.84299310136 -1.0
2015-04-14-13-48-500000: 1.82058512513 -1.0
2015-04-14-13-48-515000: 1.7617704819 -1.0
2015-04-14-13-48-531000: 1.71866659953 -1.0
2015-04-14-13-48-546000: 1.70592678383 -1.0
2015-04-14-13-48-562000: 1.68618762274 -1.0
2015-04-14-13-48-578000: 1.67651946221 -1.0
2015-04-14-13-48-593000: 1.66226899642 -1.0
2015-04-14-13-48-609000: 1.64590362052 -1.0
2015-04-14-13-48-625000: 1.63668865502 -1.0
2015-04-14-13-48-640000: 1.62304244927 -1.0
2015-04-14-13-48-656000: 1.61105795861 -1.0
2015-04-14-13-48-671000: 1.60013092301 -1.0
2015-04-14-13-48-687000: 1.58995921245 -1.0
2015-04-14-13-48-703000: 1.58572939222 -1.0
2015-04-14-13-48-718000: 1.57752152676 -1.0
2015-04-14-13-48-734000: 1.5691122413 -1.0
2015-04-14-13-48-750000: 1.56447958105 -1.0
2015-04-14-13-48-765000: 1.56150863588 -1.0
2015-04-14-13-48-781000: 1.55294828541 -1.0
2015-04-14-13-48-796000: 1.6963089783 -1.0
2015-04-14-13-48-812000: 1.84802860164 -1.0
2015-04-14-13-48-828000: 1.85870386223 -1.0
2015-04-14-13-48-843000: 1.90054886953 -1.0
2015-04-14-13-48-859000: 1.89526159424 1.89826159424
2015-04-14-13-48-875000: 1.89178709905 -1.0
2015-04-14-13-48-890000: 1.87260184299 -1.0
2015-04-14-13-48-906000: 1.85749534216 -1.0
2015-04-14-13-48-921000: 1.83065612569 -1.0
2015-04-14-13-48-937000: 1.79515584873 -1.0
2015-04-14-13-48-968000: 1.70305654867 -1.0
2015-04-14-13-48-968000: 1.70708494889 -1.0
2015-04-14-13-48-984000: 1.69328767813 -1.0
2015-04-14-13-48-015000: 1.68125283247 -1.0
2015-04-14-13-48-031000: 1.66745556171 -1.0
2015-04-14-13-48-046000: 1.65119089582 -1.0
2015-04-14-13-48-062000: 1.64499723047 -1.0
2015-04-14-13-48-078000: 1.62646658946 -1.0
2015-04-14-13-48-093000: 1.60330328818 -1.0
2015-04-14-13-48-109000: 1.58608187723 -1.0
2015-04-14-13-48-125000: 1.60949695352 -1.0
2015-04-14-13-48-140000: 1.60773452843 -1.0
2015-04-14-13-48-156000: 1.58819678735 -1.0
2015-04-14-13-48-171000: 1.56941437132 -1.0
2015-04-14-13-48-187000: 1.57525555164 -1.0
2015-04-14-13-48-203000: 1.56206254091 -1.0
2015-04-14-13-48-218000: 1.56095473085 -1.0
2015-04-14-13-48-234000: 1.60979908354 -1.0
2015-04-14-13-48-250000: 1.836446951 -1.0
2015-04-14-13-48-265000: 1.85533007704 -1.0
2015-04-14-13-48-281000: 1.90805176494 -1.0
2015-04-14-13-48-296000: 1.91021703006 1.91321703006
2015-04-14-13-48-312000: 1.89928999446 -1.0
2015-04-14-13-48-328000: 1.89042751397 -1.0
2015-04-14-13-48-343000: 1.8690769928 -1.0
2015-04-14-13-48-359000: 1.85356765195 -1.0
2015-04-14-13-48-375000: 1.81202477466 -1.0
2015-04-14-13-48-390000: 1.74318948588 -1.0
2015-04-14-13-48-406000: 1.72878795508 -1.0
2015-04-14-13-48-421000: 1.709099149 -1.0
2015-04-14-13-48-437000: 1.690920993 -1.0
2015-04-14-13-48-453000: 1.68452590765 -1.0
2015-04-14-13-48-468000: 1.66685130168 -1.0
2015-04-14-13-48-484000: 1.64681001057 -1.0
2015-04-14-13-48-500000: 1.63779646508 -1.0
2015-04-14-13-48-515000: 1.62530842439 -1.0
2015-04-14-13-48-531000: 1.61574097387 -1.0
2015-04-14-13-48-546000: 1.59882169294 -1.0
2015-04-14-13-48-562000: 1.59378619266 -1.0
2015-04-14-13-48-578000: 1.58643436225 -1.0
2015-04-14-13-48-593000: 1.58064353694 -1.0
2015-04-14-13-48-609000: 1.57742081676 -1.0
2015-04-14-13-48-640000: 1.57052218138 -1.0
2015-04-14-13-48-640000: 1.56558739111 -1.0
2015-04-14-13-48-656000: 1.57334206153 -1.0
2015-04-14-13-48-687000: 1.82199506521 -1.0
2015-04-14-13-48-703000: 1.88342816859 -1.0
2015-04-14-13-48-718000: 1.90623898484 -1.0
2015-04-14-13-48-734000: 1.92194974571 -1.0
2015-04-14-13-48-750000: 1.91832418551 1.92132418551
2015-04-14-13-48-765000: 1.89737650436 -1.0
2015-04-14-13-48-781000: 1.88498917367 -1.0
2015-04-14-13-48-796000: 1.86756634272 -1.0
2015-04-14-13-48-812000: 1.83372778086 -1.0
2015-04-14-13-48-828000: 1.77053225238 -1.0
2015-04-14-13-48-843000: 1.73734830555 -1.0
2015-04-14-13-48-859000: 1.72042902462 -1.0
2015-04-14-13-48-875000: 1.69434513319 -1.0
2015-04-14-13-48-890000: 1.67984289239 -1.0
2015-04-14-13-48-906000: 1.66755627172 -1.0
2015-04-14-13-48-921000: 1.65416184098 -1.0
2015-04-14-13-48-937000: 1.63588297497 -1.0
2015-04-14-13-48-953000: 1.62324386928 -1.0
2015-04-14-13-48-968000: 1.61564026386 -1.0
2015-04-14-13-48-984000: 1.60385719321 -1.0
2015-04-14-13-48-000000: 1.59197341256 -1.0
2015-04-14-13-48-015000: 1.58416838713 -1.0
2015-04-14-13-48-031000: 1.57938466187 -1.0
2015-04-14-13-48-046000: 1.57475200161 -1.0
2015-04-14-13-48-062000: 1.56649378116 -1.0
2015-04-14-13-48-078000: 1.5618107659 -1.0
2015-04-14-13-48-093000: 1.56050153583 -1.0
2015-04-14-13-48-109000: 1.78105644796 -1.0
2015-04-14-13-48-125000: 1.87416284808 -1.0
2015-04-14-13-48-140000: 1.87245077798 -1.0
2015-04-14-13-48-156000: 1.90623898484 -1.0
2015-04-14-13-48-171000: 1.89324739413 1.89624739413
2015-04-14-13-48-187000: 1.87718414825 -1.0
2015-04-14-13-48-203000: 1.8635882975 -1.0
2015-04-14-13-48-218000: 1.84052570623 -1.0
2015-04-14-13-48-234000: 1.80935595951 -1.0
2015-04-14-13-48-265000: 1.74414623093 -1.0
2015-04-14-13-48-265000: 1.72209073971 -1.0
2015-04-14-13-48-281000: 1.70517145878 -1.0
2015-04-14-13-48-312000: 1.68467697266 -1.0
2015-04-14-13-48-312000: 1.672742837 -1.0
2015-04-14-13-48-328000: 1.65693136613 -1.0
2015-04-14-13-48-359000: 1.64534971549 -1.0
2015-04-14-13-48-375000: 1.63200563976 -1.0
2015-04-14-13-48-390000: 1.61564026386 -1.0
2015-04-14-13-48-406000: 1.60385719321 -1.0
2015-04-14-13-48-421000: 1.59947630797 -1.0
2015-04-14-13-48-437000: 1.5909663125 -1.0
2015-04-14-13-48-453000: 1.57767259177 -1.0
2015-04-14-13-48-468000: 1.57309028652 -1.0
2015-04-14-13-48-484000: 1.57243567148 -1.0
2015-04-14-13-48-500000: 1.56387532101 -1.0
2015-04-14-13-48-515000: 1.55239438038 -1.0
2015-04-14-13-48-531000: 1.55138728033 -1.0
2015-04-14-13-48-562000: 1.72561558991 -1.0
2015-04-14-13-48-578000: 1.85784782718 -1.0
2015-04-14-13-48-593000: 1.85059670678 -1.0
2015-04-14-13-48-609000: 1.89470768921 -1.0
2015-04-14-13-48-625000: 1.88841331386 1.89141331386
2015-04-14-13-48-640000: 1.87783876328 -1.0
2015-04-14-13-48-656000: 1.85950954227 -1.0
2015-04-14-13-48-671000: 1.8454101415 -1.0
2015-04-14-13-48-687000: 1.81600281988 -1.0
2015-04-14-13-48-703000: 1.75985699179 -1.0
2015-04-14-13-48-718000: 1.71695452943 -1.0
2015-04-14-13-48-734000: 1.70658139886 -1.0
2015-04-14-13-48-750000: 1.68346845259 -1.0
2015-04-14-13-48-765000: 1.67697265723 -1.0
2015-04-14-13-48-781000: 1.65904627625 -1.0
2015-04-14-13-48-796000: 1.64293267536 -1.0
2015-04-14-13-48-812000: 1.63613474999 -1.0
2015-04-14-13-48-828000: 1.62163250919 -1.0
2015-04-14-13-48-843000: 1.60949695352 -1.0
2015-04-14-13-48-859000: 1.59695855783 -1.0
2015-04-14-13-48-875000: 1.59313157762 -1.0
2015-04-14-13-48-890000: 1.58391661212 -1.0
2015-04-14-13-48-906000: 1.57409738658 -1.0
2015-04-14-13-48-921000: 1.56845762627 -1.0
2015-04-14-13-48-953000: 1.56795407624 -1.0
2015-04-14-13-48-953000: 1.55929301576 -1.0
2015-04-14-13-48-968000: 1.54922201521 -1.0
2015-04-14-13-48-000000: 1.63311344982 -1.0
2015-04-14-13-48-000000: 1.83171358074 -1.0
2015-04-14-13-48-015000: 1.84883428169 -1.0
2015-04-14-13-48-046000: 1.8981318294 -1.0
2015-04-14-13-48-062000: 1.89677224432 1.89977224432
2015-04-14-13-48-078000: 1.88851402387 -1.0
2015-04-14-13-48-093000: 1.87204793796 -1.0
2015-04-14-13-48-109000: 1.85054635178 -1.0
2015-04-14-13-48-125000: 1.83236819578 -1.0
2015-04-14-13-48-140000: 1.78825721335 -1.0
2015-04-14-13-48-156000: 1.709149504 -1.0
2015-04-14-13-48-171000: 1.70622891384 -1.0
2015-04-14-13-48-187000: 1.69117276801 -1.0
2015-04-14-13-48-203000: 1.68145425248 -1.0
2015-04-14-13-48-218000: 1.67077899189 -1.0
2015-04-14-13-48-234000: 1.65285261091 -1.0
2015-04-14-13-48-250000: 1.63784682008 -1.0
2015-04-14-13-48-265000: 1.62460345435 -1.0
2015-04-14-13-48-281000: 1.61604310388 -1.0
2015-04-14-13-48-296000: 1.60254796314 -1.0
2015-04-14-13-48-312000: 1.59252731759 -1.0
2015-04-14-13-48-328000: 1.59101666751 -1.0
2015-04-14-13-48-343000: 1.57732010675 -1.0
2015-04-14-13-48-359000: 1.56961579133 -1.0
2015-04-14-13-48-375000: 1.56669520117 -1.0
2015-04-14-13-48-390000: 1.56422780603 -1.0
2015-04-14-13-48-406000: 1.55536532555 -1.0
2015-04-14-13-48-421000: 1.56956543633 -1.0
2015-04-14-13-48-437000: 1.81912483005 -1.0
2015-04-14-13-48-453000: 1.86419255753 -1.0
2015-04-14-13-48-468000: 1.89772898938 -1.0
2015-04-14-13-48-484000: 1.89652046931 -1.0
2015-04-14-13-48-500000: 1.89732614935 1.90032614935
2015-04-14-13-48-515000: 1.88040686842 -1.0
2015-04-14-13-48-531000: 1.86504859258 -1.0
2015-04-14-13-48-546000: 1.84379878141 -1.0
2015-04-14-13-48-578000: 1.81051412458 -1.0
2015-04-14-13-48-593000: 1.73931215066 -1.0
2015-04-14-13-48-609000: 1.72581700992 -1.0
2015-04-14-13-48-640000: 1.70315725867 -1.0
2015-04-14-13-48-640000: 1.68452590765 -1.0
2015-04-14-13-48-656000: 1.67656981721 -1.0
2015-04-14-13-48-687000: 1.65934840626 -1.0
2015-04-14-13-48-687000: 1.64444332544 -1.0
2015-04-14-13-48-718000: 1.63074676469 -1.0
2015-04-14-13-48-734000: 1.62097789415 -1.0
2015-04-14-13-48-750000: 1.61000050355 -1.0
2015-04-14-13-48-765000: 1.59877133793 -1.0
2015-04-14-13-48-781000: 1.58698826728 -1.0
2015-04-14-13-48-796000: 1.58567903721 -1.0
2015-04-14-13-48-812000: 1.57737046176 -1.0
2015-04-14-13-48-828000: 1.56875975628 -1.0
2015-04-14-13-48-843000: 1.56473135606 -1.0
2015-04-14-13-48-859000: 1.56110579586 -1.0
2015-04-14-13-48-875000: 1.56644342615 -1.0
2015-04-14-13-48-890000: 1.79596152878 -1.0
2015-04-14-13-48-906000: 1.86786847273 -1.0
2015-04-14-13-48-921000: 1.89077999899 -1.0
2015-04-14-13-48-937000: 1.92134548567 -1.0
2015-04-14-13-48-953000: 1.90508081978 1.90808081978
2015-04-14-13-48-968000: 1.88992396395 -1.0
2015-04-14-13-48-984000: 1.87582456317 -1.0
2015-04-14-13-48-000000: 1.85648824211 -1.0
2015-04-14-13-48-015000: 1.82995115565 -1.0
2015-04-14-13-48-031000: 1.77174077245 -1.0
2015-04-14-13-48-046000: 1.73367239035 -1.0
2015-04-14-13-48-062000: 1.71876730953 -1.0
2015-04-14-13-48-078000: 1.6927337731 -1.0
2015-04-14-13-48-093000: 1.68467697266 -1.0
2015-04-14-13-48-109000: 1.67017473186 -1.0
2015-04-14-13-48-125000: 1.65577320107 -1.0
2015-04-14-13-48-140000: 1.6400120852 -1.0
2015-04-14-13-48-156000: 1.62480487436 -1.0
2015-04-14-13-48-171000: 1.62042398912 -1.0
2015-04-14-13-48-187000: 1.60879198348 -1.0
2015-04-14-13-48-203000: 1.59595145778 -1.0
2015-04-14-13-48-218000: 1.58880104738 -1.0
2015-04-14-13-48-234000: 1.58452087215 -1.0
2015-04-14-13-48-250000: 1.58024069691 -1.0
2015-04-14-13-48-265000: 1.5690115313 -1.0
2015-04-14-13-48-281000: 1.56498313107 -1.0
2015-04-14-13-48-312000: 1.55883982074 -1.0
2015-04-14-13-48-312000: 1.75059167128 -1.0
2015-04-14-13-48-328000: 1.88247142354 -1.0
2015-04-14-13-48-359000: 1.87924870336 -1.0
2015-04-14-13-48-359000: 1.92169797069 -1.0
2015-04-14-13-48-390000: 1.91751850546 1.92051850546
2015-04-14-13-48-406000: 1.90774963493 -1.0
2015-04-14-13-48-421000: 1.89717508434 -1.0
2015-04-14-13-48-437000: 1.88111183846 -1.0
2015-04-14-13-48-453000: 1.85573291707 -1.0
2015-04-14-13-48-468000: 1.80794601944 -1.0
2015-04-14-13-48-484000: 1.72667304497 -1.0
2015-04-14-13-48-500000: 1.72012689461 -1.0
2015-04-14-13-48-515000: 1.7018983836 -1.0
2015-04-14-13-48-531000: 1.68850395287 -1.0
2015-04-14-13-48-546000: 1.67601591218 -1.0
2015-04-14-13-48-562000: 1.66478674656 -1.0
2015-04-14-13-48-593000: 1.64786746563 -1.0
2015-04-14-13-48-609000: 1.63109924971 -1.0
2015-04-14-13-48-625000: 1.61725162395 -1.0
2015-04-14-13-48-640000: 1.60818772345 -1.0
2015-04-14-13-48-656000: 1.59957701798 -1.0
2015-04-14-13-48-671000: 1.58708897729 -1.0
2015-04-14-13-48-687000: 1.5855279722 -1.0
2015-04-14-13-48-703000: 1.58064353694 -1.0
2015-04-14-13-48-718000: 1.5727378015 -1.0
2015-04-14-13-48-734000: 1.56251573594 -1.0
2015-04-14-13-48-750000: 1.55909159575 -1.0
2015-04-14-13-48-765000: 1.64101918526 -1.0
2015-04-14-13-48-781000: 1.83181429075 -1.0
2015-04-14-13-48-796000: 1.85074777179 -1.0
2015-04-14-13-48-812000: 1.91490004532 -1.0
2015-04-14-13-48-828000: 1.90563472481 1.90863472481
2015-04-14-13-48-843000: 1.88856437887 -1.0
2015-04-14-13-48-859000: 1.87778840828 -1.0
2015-04-14-13-48-875000: 1.86102019236 -1.0
2015-04-14-13-48-890000: 1.83931718616 -1.0
2015-04-14-13-48-906000: 1.79706933884 -1.0
2015-04-14-13-48-921000: 1.71242257918 -1.0
2015-04-14-13-48-937000: 1.70975376404 -1.0
2015-04-14-13-48-953000: 1.69333803313 -1.0
2015-04-14-13-48-968000: 1.68402235762 -1.0
2015-04-14-13-48-000000: 1.66836195176 -1.0
2015-04-14-13-48-000000: 1.6490759857 -1.0
2015-04-14-13-48-015000: 1.64096883025 -1.0
2015-04-14-13-48-046000: 1.62697013948 -1.0
2015-04-14-13-48-046000: 1.61508635883 -1.0
2015-04-14-13-48-078000: 1.60254796314 -1.0
2015-04-14-13-48-093000: 1.59343370764 -1.0
2015-04-14-13-48-109000: 1.58431945214 -1.0
2015-04-14-13-48-125000: 1.57339241654 -1.0
2015-04-14-13-48-140000: 1.57359383655 -1.0
2015-04-14-13-48-156000: 1.56870940128 -1.0
2015-04-14-13-48-171000: 1.56171005589 -1.0
2015-04-14-13-48-187000: 1.55370361045 -1.0
2015-04-14-13-48-203000: 1.5799385669 -1.0
2015-04-14-13-48-218000: 1.82088725515 -1.0
2015-04-14-13-48-234000: 1.85180522685 -1.0
2015-04-14-13-48-250000: 1.89405307417 -1.0
2015-04-14-13-48-265000: 1.89118283902 -1.0
2015-04-14-13-48-281000: 1.88524094869 1.88824094869
2015-04-14-13-48-296000: 1.86560249761 -1.0
2015-04-14-13-48-312000: 1.85039528677 -1.0
2015-04-14-13-48-328000: 1.82798731054 -1.0
2015-04-14-13-48-343000: 1.78392668312 -1.0
2015-04-14-13-48-359000: 1.70607784883 -1.0
2015-04-14-13-48-375000: 1.70532252379 -1.0
2015-04-14-13-48-390000: 1.68925927791 -1.0
2015-04-14-13-48-406000: 1.68034644242 -1.0
2015-04-14-13-48-421000: 1.66644846165 -1.0
2015-04-14-13-48-437000: 1.6472632056 -1.0
2015-04-14-13-48-453000: 1.63724256005 -1.0
2015-04-14-13-48-468000: 1.63109924971 -1.0
2015-04-14-13-48-484000: 1.60637494335 -1.0
2015-04-14-13-48-500000: 1.60078553804 -1.0
2015-04-14-13-48-515000: 1.59559897276 -1.0
2015-04-14-13-48-531000: 1.58492371217 -1.0
2015-04-14-13-48-546000: 1.57429880659 -1.0
2015-04-14-13-48-562000: 1.57213354147 -1.0
2015-04-14-13-48-578000: 1.57032076137 -1.0
2015-04-14-13-48-609000: 1.5582355607 -1.0
2015-04-14-13-48-625000: 1.53894959464 -1.0
2015-04-14-13-48-640000: 1.54776172013 -1.0
2015-04-14-13-48-656000: 1.82159222519 -1.0
2015-04-14-13-48-687000: 1.87647917821 -1.0
2015-04-14-13-48-687000: 1.88836295886 -1.0
2015-04-14-13-48-703000: 1.89420413918 -1.0
2015-04-14-13-48-734000: 1.89229064908 1.89529064908
2015-04-14-13-48-750000: 1.87733521325 -1.0
2015-04-14-13-48-765000: 1.8582003122 -1.0
2015-04-14-13-48-781000: 1.84248955134 -1.0
2015-04-14-13-48-796000: 1.8036154892 -1.0
2015-04-14-13-48-812000: 1.74354197089 -1.0
2015-04-14-13-48-828000: 1.7217382547 -1.0
2015-04-14-13-48-843000: 1.70270406365 -1.0
2015-04-14-13-48-859000: 1.68236064253 -1.0
2015-04-14-13-48-875000: 1.67591520218 -1.0
2015-04-14-13-48-890000: 1.65748527116 -1.0
2015-04-14-13-48-906000: 1.63784682008 -1.0
2015-04-14-13-48-921000: 1.6327106098 -1.0
2015-04-14-13-48-937000: 1.61780552898 -1.0
2015-04-14-13-48-953000: 1.60803665844 -1.0
2015-04-14-13-48-968000: 1.59177199255 -1.0
2015-04-14-13-48-984000: 1.58985850244 -1.0
2015-04-14-13-48-000000: 1.58391661212 -1.0
2015-04-14-13-48-015000: 1.5708243114 -1.0
2015-04-14-13-48-031000: 1.56951508132 -1.0
2015-04-14-13-48-046000: 1.56422780603 -1.0
2015-04-14-13-48-062000: 1.55788307568 -1.0
2015-04-14-13-48-078000: 1.54927237021 -1.0
2015-04-14-13-48-093000: 1.75708746664 -1.0
2015-04-14-13-48-109000: 1.87189687295 -1.0
2015-04-14-13-48-125000: 1.86741527771 -1.0
2015-04-14-13-48-140000: 1.90301626467 -1.0
2015-04-14-13-48-156000: 1.89576514427 1.89876514427
2015-04-14-13-48-171000: 1.88614733874 -1.0
2015-04-14-13-48-187000: 1.86746563271 -1.0
2015-04-14-13-48-203000: 1.85044564177 -1.0
